Item desing beautiful. Seller really attentive to buyer. Great seller .,5,Buyer: a***1 ( 221) ,2012-11-22
Perfect!,5,Buyer: 1***1 ( 76) ,2012-11-21
VERY GOOD SELLER,5,Buyer: b***l ( 34) ,2012-11-20
I want to return the item it didn't work for me.,5,Buyer: y***9 ( 659) ,2012-11-20
Thanks ,5,Buyer: s***p ( 25) ,2012-11-18
Sent wrong ring. ,5,Buyer: t***c ( 15) ,2012-11-18
"Love love it,,,thx!!!",5,Buyer: g***a ( 167) ,2012-11-17
thank you A+++,5,Buyer: q***n ( 415) ,2012-11-16
"Beautiful ring, great cust service, very happy -thanks!!",5,Buyer: n***o ( 37) ,2012-11-15
Great customer service and fast shipping.,5,Buyer: m***s ( 12) ,2012-11-14
Thanks for your great service!,5,Buyer: 8***- ( 54) ,2012-11-13
Loved the ring. Fast shipping. ,5,Buyer: l***o ( 31) ,2012-11-12
Beautiful!,5,Buyer: m***7 ( 27) ,2012-11-08
Love it,5,Buyer: z***w ( 798) ,2012-11-08
Thanks. It's perfect! ,5,Buyer: c***j ( 25) ,2012-11-07
Great!,5,Buyer: y***c ( 578) ,2012-11-07
"Warp speed shipping, little dissapointed though. Stone looks fake vs moissanite.",5,Buyer: m***i ( 94) ,2012-11-07
BEAUTIFUL RING!! A++++++ Customer Service!!!,5,Buyer: n***l ( 235) ,2012-11-06
Returned item however; customer service was excellent.,5,Buyer: n***k ( 71) ,2012-11-06
Great beauty!,5,Buyer: v***n ( 97) ,2012-11-05
Great stone. Fast shipping,5,Buyer: 0***0 ( 405) ,2012-11-02
Thanks ***** satisfaction ,5,Buyer: 1***h ( 269) ,2012-11-02
Thanks ***** satisfaction ,5,Buyer: 1***h ( 269) ,2012-11-02
"Very good product for the price. But when ship in Canada , u have custom fees ..",5,Buyer: n***r ( 22) ,2012-10-31
VERY BEAUTIFUL. MONEY WELL SPENT. THANKS SO MUCH.,5,Buyer: e***n ( 3 ) ,2012-10-29
"perfect, thank you",5,Buyer: g***g ( 69) ,2012-10-28
Beautiful stone! Came quick. These guys are pros.,5,Buyer: m***a ( 2 ) ,2012-10-27
Wonderful experience with Agape. They are great!,5,Buyer: n***a ( 4 ) ,2012-10-27
Absolutely gorgeous ring! Excellent communication! Incredible customer service!,5,Buyer: s***1 ( 182) ,2012-10-27
Quality product an fast delivery,5,Buyer: g***d ( 149) ,2012-10-27
Happy with transaction,5,Buyer: h***c ( 602) ,2012-10-26
"perfect deal, nice and quick",5,Buyer: a***f ( 18) ,2012-10-25
My ring is perfect. Thanks so much. Great seller with very fast shipping. ,5,Buyer: b***0 ( 89) ,2012-10-25
Ring just didnt have the weight to it of a 1 ct diamond,5,Buyer: n***n ( 57) ,2012-10-25
VERY NICE RING,5,Buyer: 8***8 ( 494) ,2012-10-24
"Very very gorgeous ring, thank you so much. Great communication as well.",5,Buyer: e***u ( 84) ,2012-10-22
super fast shipping the ring looks great. Thankyou,5,Buyer: 4***4 ( 115) ,2012-10-20
Great communication!!!fast shipping ;)love this ring!!!! Gorgeous!,5,Buyer: 2***2 ( 109) ,2012-10-20
absolutely beautiful. I will buy more.,5,Buyer: n***k ( 293) ,2012-10-20
Great communication..awesome,5,Buyer: i***e ( 76) ,2012-10-20
The entire process was most positive. The product....perfect!,5,Buyer: t***3 ( 9 ) ,2012-10-19
"Beautiful ring, and absolutely great customer service!! A+++",5,Buyer: c***c ( 24) ,2012-10-19
Transaction had to be canceled do to my incorrect address. Seller was wonderful,5,Buyer: n***k ( 71) ,2012-10-19
"Wow! Even better than I was expecting! Quick, great communication, awesome!!",5,Buyer: k***c ( 278) ,2012-10-19
Amazing customer services... Great company!,5,Buyer: b***9 ( 188) ,2012-10-19
Perfect! Thanks! Fast shipping! Highly recommended!,5,Buyer: s***e ( 225) No longer a registered user,2012-10-16
"Great seller, I got exactly what I wanted. Thank you!",5,Buyer: l***u ( 11) ,2012-10-15
fst shpng itm as described happy cstmr thank you,5,Buyer: n***s ( 647) ,2012-10-15
great product looks stunning!,5,Buyer: n***e ( 89) ,2012-10-14
"The loose diamond is beautiful, super fast shipping, thank you!",5,Buyer: n***e ( 131) ,2012-10-14
Answered all my questions and concerns the same day!!,5,Buyer: 2***2 ( 109) ,2012-10-12
Seller has the best communication!!!!! Best customer service!!!,5,Buyer: 2***2 ( 109) ,2012-10-12
"Love my new ring! And Agape customer service is the best! Thank you, Richard",5,Buyer: b***t ( 73) ,2012-10-09
 seller was flexible & great since my Paypal wasn't working - will post more,5,Buyer: r***a ( 4 ) ,2012-10-08
perfect,5,Buyer: c***v ( 944) ,2012-10-07
Great product,5,Buyer: 1***1 ( 8 ) ,2012-10-07
very beautiful!!! lightning fast shipping thanks agape jewels ,5,Buyer: 1***1 ( 96) ,2012-10-04
Great diamond ring...I couldn't be happier ...:),5,Buyer: l***u ( 13) ,2012-10-02
Ring L@@ks like a spent two or three times what I actually did!!!!!!!!,5,Buyer: 4***k ( 94) ,2012-09-30
Great product for the value,5,Buyer: f***c ( 6 ) ,2012-09-29
Very godd!,5,Buyer: l***o ( 143) ,2012-09-28
"Outstanding company, wonderful products, quick and easy transaction.",5,Buyer: o***c ( 53) ,2012-09-27
A few issues with the ring but seller has great communication fixing it free,5,Buyer: l***i ( 82) ,2012-09-27
"Really nice, love the piece. Awesome box, nice presentation. Highly recommended!",5,Buyer: a***f ( 18) ,2012-09-27
AWESOME! great customer service! she said Yes ,5,Buyer: n***s ( 100) ,2012-09-25
This ring is absolutely gorgeous. It has the WOW factor.,5,Buyer: w***c ( 77) ,2012-09-25
"Excellent Service, product just as described, will buy from again",5,Buyer: 6***k ( 24) ,2012-09-25
Super fast shipping!,5,Buyer: r***1 ( 162) ,2012-09-24
Love the ring! Wish it had been cleaned prior to shipping though. ,5,Buyer: t***0 ( 11) ,2012-09-22
Absolutely wonderful!!!,5,Buyer: 4***b ( 211) ,2012-09-22
"Thanks, I love it...",5,Buyer: s***e ( 178) ,2012-09-21
"beautiful rings ,excellent customer service ,i will shop at agape again!",5,Buyer: p***i ( 3 ) ,2012-09-20
Item was as described. Very nice.,5,Buyer: i***n ( 22) ,2012-09-18
"Amazing work,second time I've purchased from them and very impressed both times",5,Buyer: 9***9 ( 25) ,2012-09-18
absolutely beautiful ,5,Buyer: k***5 ( 32) ,2012-09-16
Absolutely love this ring!!!! Do not spend thousands!! This looks so real!,5,Buyer: i***o ( 36) ,2012-09-15
"excellent product, exactly as described and my fiancÌ©e loves her new ring!!! ",5,Buyer: o***1 ( 5 ) ,2012-09-15
TOP NOTCH CUSTOMER SERVICE!!! Would give 10 stars! Rings are beautiful. ,5,Buyer: g***b ( 100) ,2012-09-14
Everything described perfectly super fast shipping,5,Buyer: 0***0 ( 109) ,2012-09-14
Very beautiful and great quality! The best customer service I‰Ûªve ever talked to!,5,Buyer: 1***1 ( 3 ) ,2012-09-12
I will buy from this place again,5,Buyer: i***1 ( 2 ) ,2012-09-12
Amazing Quality. Looks Flawless! Fast Delivery. I am a customer for life!!,5,Buyer: d***e ( 15) ,2012-09-11
beautiful! thank you,5,Buyer: g***l ( 453) ,2012-09-10
Nice item,5,Buyer: r***c ( 119) ,2012-09-08
Beautiful stone!,5,Buyer: r***n ( 18) ,2012-09-06
She said Yes!!,5,Buyer: e***d ( 289) ,2012-09-06
tanks you,5,Buyer: n***z ( 479) ,2012-09-05
just give agapejewels seller of the year award,5,Buyer: o***e ( 34) ,2012-09-04
Absolutely gorgeous ring! So happy with it. Very easy to contact the dealer!!!!,5,Buyer: n***7 ( 36) ,2012-09-03
"My wife loved it, thanks",5,Buyer: n***4 ( 816) ,2012-09-01
Great deal! Thanks!,5,Buyer: r***e ( 237) ,2012-08-31
Very professional and fast shipping. Thank you!,5,Buyer: 2***2 ( 119) ,2012-08-30
thank you ,5,Buyer: 3***3 ( 23) ,2012-08-29
exactly as described...simply flawless simulant!,5,Buyer: s***u ( 174) ,2012-08-29
Absolutely beautiful and believable.,5,Buyer: n***n ( 523) ,2012-08-28
BEAUTIFUL! Perfect fit! stunning! (just wish there were matching earrings!),5,Buyer: l***i ( 116) ,2012-08-28
nice product!,5,Buyer: l***i ( 33) ,2012-08-24
stone is georgeous!,5,Buyer: l***i ( 33) ,2012-08-24
Agape Product is just amazing! Beyond my expectations! Shipped supper fast!,5,Buyer: m***1 ( 77) ,2012-08-24
A shipping error was corrected quickly once the seller knew about it.,5,Buyer: l***i ( 33) ,2012-08-24
beautiful ring!,5,Buyer: i***u ( 33) ,2012-08-24
Seller was very helpful in refunding purchase. Item was exactly as described.,5,Buyer: 1***1 ( 1 ) ,2012-08-22
Amazing. Very happy. Thank you.,5,Buyer: d***e ( 15) ,2012-08-22
"The ring is quite beautiful the customer service is top knotch, will shop again",5,Buyer: 0***0 ( 59) ,2012-08-19
words and pics cannot describe the breathtaking beauty of this ring!!! love it ,5,Buyer: c***t ( 17) ,2012-08-18
I can't say enough about Agape Jewels!! Fabulous to work with!,5,Buyer: 0***0 ( 258) ,2012-08-17
Excellent customer service. BEAUTIFUL ring! I love it! THANKS!!! A+++,5,Buyer: w***l ( 1656) ,2012-08-16
Gorgeous ring!!! Beyond thrilled!!! Richard is awesome!!,5,Buyer: f***u ( 57) ,2012-08-14
"Nice purchase, perfect price and description ",5,Buyer: 9***0 ( 299) ,2012-08-13
great quality - thank you,5,Buyer: r***o ( 1279) ,2012-08-13
awesome ,5,Buyer: c***k ( 94) ,2012-08-13
"this ring is unbelievable, my girlfriend is amazed thank you",5,Buyer: o***s ( 35) ,2012-08-13
Good and fast shipping,5,Buyer: d***n ( 8 ) ,2012-08-13
Excellent Seller... love it. Thank you,5,Buyer: s***o ( 138) ,2012-08-12
"Beautiful, Thanks!",5,Buyer: c***c ( 1007) ,2012-08-08
as described - thanks,5,Buyer: o***g ( 95) ,2012-08-08
"excellent and very helpful, would use again",5,Buyer: c***3 ( 209) ,2012-08-07
Very Pleasent Seller!!!! So excited to wear my new rings!!!!,5,Buyer: h***e ( 33) ,2012-08-05
Beautiful ring. The seller was very accomodating with sizing & other requests.,5,Buyer: 4***e ( 352) ,2012-08-04
"Awesome beautiful, ring.",5,Buyer: o***r ( 32) ,2012-08-04
Love it !! It's beautiful ,5,Buyer: p***n ( 42) ,2012-08-01
Love the earrings!,5,Buyer: b***t ( 73) ,2012-08-01
very nice product fast delivery,5,Buyer: b***r ( 52) ,2012-07-31
This was a very very nice ring. my new fiancee loves it.,5,Buyer: d***r ( 81) ,2012-07-30
"Thanks, they are really nice.",5,Buyer: m***1 ( 201) ,2012-07-30
awesome ring and fast shipping,5,Buyer: t***n ( 62) ,2012-07-29
perfect item for us that dont support blood diamonds,5,Buyer: f***i ( 33) ,2012-07-29
"ups messed up and lost first ring, seller however was great to deal with. A++",5,Buyer: r***e ( 80) ,2012-07-29
STUNNING. It is perfect!!!!,5,Buyer: d***a ( 128) ,2012-07-28
absolutely stunning! arrived just in time too! ,5,Buyer: n***u ( 96) ,2012-07-28
Wow!!! Incredible service from Richard! Fast delivery! Beautiful ring!!,5,Buyer: b***b ( 1 ) ,2012-07-27
Had to cancel but buyer was understanding & quick to respond. A++ seller!,5,Buyer: m***n ( 133) ,2012-07-27
"Beautiful ring, perfect communication. Thank you. A++++++",5,Buyer: d***e ( 374) ,2012-07-27
Luv it Luv it Luv it,5,Buyer: d***8 ( 82) ,2012-07-24
great seller and beautiful stone; unfortunately I had to return item,5,Buyer: i***a ( 83) ,2012-07-22
Thanks! Great replacement ring! Fast shipping!!,5,Buyer: o***1 ( 158) ,2012-07-22
best seller ever .....,5,Buyer: a***i ( 112) ,2012-07-17
she loved it...thank you,5,Buyer: 7***7 ( 82) ,2012-07-17
"cancelled order b/c man-made, they were very understanding and timely",5,Buyer: r***d ( 1 ) ,2012-07-14
"OMG, just breathtakingly gorgeous!! Will buy again and again and again.",5,Buyer: 1***1 ( 332) ,2012-07-14
"I love my ring! Richard was very nice, helpful, an answered all of our questions",5,Buyer: c***5 ( 9 ) ,2012-07-13
"Fast shipper, thanks ",5,Buyer: y***0 ( 73) ,2012-07-10
Beautiful! Item is as descrbed and shipped quickly! Thanks,5,Buyer: s***e ( 200) ,2012-07-10
ty,5,Buyer: u***s ( 427) ,2012-07-09
absolutely beautiful! coukdnt have asked for better service! A+,5,Buyer: e***s ( 480) ,2012-07-09
recd,5,Buyer: w***r ( 713) ,2012-07-09
she love it thank you so much!,5,Buyer: j***i ( 188) ,2012-07-02
Beautiful. Thank you,5,Buyer: d***e ( 374) ,2012-07-01
Beautiful. Thank you,5,Buyer: d***e ( 374) ,2012-07-01
"I LOVE MY RING, thanks again richard!!!!",5,Buyer: d***a ( 27) ,2012-06-30
Very please with the ring,5,Buyer: i***7 ( 60) ,2012-06-28
Superior customer service. Very fast service.,5,Buyer: e***i ( 225) ,2012-06-27
I had item canceled. seller was very understanding!!,5,Buyer: 1***1 ( 72) ,2012-06-26
"My ring is amazing! I absolutely love it, as well as everyone else thank you :))",5,Buyer: z***2 ( 6 ) ,2012-06-24
A+++++++++++++++++++ Very fast shipping!!!!!! She absolutely loves it! ,5,Buyer: m***e ( 117) ,2012-06-24
Quick delivery of high quality product. I highly recommend this seller.,5,Buyer: 6***6 ( 2 ) ,2012-06-23
quick delivery perfect fit i love my ring,5,Buyer: r***m ( 406) No longer a registered user,2012-06-22
ring wasnt a perfect match for me. return was supper smooth!,5,Buyer: y***a ( 302) ,2012-06-22
Lovely ring! Very pleased with my purchase!,5,Buyer: i***c ( 450) ,2012-06-21
BEAUTIFULL,5,Buyer: s***a ( 102) ,2012-06-21
"All great, A+ eBay seller!",5,Buyer: o***i ( 114) ,2012-06-21
Brilliant!,5,Buyer: p***p ( 166) ,2012-06-20
Could not have asked for anything better!!!!!!,5,Buyer: o***r ( 159) ,2012-06-18
A little hard to get off but overall a great product! ,5,Buyer: w***a ( 30) ,2012-06-17
"The most honourable seller on eBay. Great items, even greater integrity. A+++++",5,Buyer: g***a ( 802) ,2012-06-16
Great people to deal with...Love my ring...won't go anywhere else now! Thankyou!,5,Buyer: u***a ( 16) ,2012-06-13
Awesome Ring!!! Proposal was perfect and she loves it!!!,5,Buyer: r***d ( 238) ,2012-06-11
Great Ebayer A+++,5,Buyer: 4***4 ( 513) ,2012-06-11
"Thank you,",5,Buyer: p***u ( 32) ,2012-06-11
beautiful ,5,Buyer: o***l ( 9 ) ,2012-06-11
Great seller and communcation. Everything EXACTLY as described. Would buy again!,5,Buyer: h***o ( 127) ,2012-06-09
"Great seller & communication, everything EXACTLY as described. Would buy again!",5,Buyer: h***o ( 127) ,2012-06-09
SHE SAID YES!!! Thank you guys so much! Great eBayer! A++ Very professional!,5,Buyer: n***a ( 150) ,2012-06-09
I received my ring today & it's absolutely gorgeous very satisfied!,5,Buyer: a***i ( 85) ,2012-06-09
thank you,5,Buyer: h***2 ( 24) ,2012-06-06
excellent service,5,Buyer: c***l ( 24) ,2012-06-06
"The ring was beautiful, Richard is the best. Customer Serivce is A+++",5,Buyer: m***i ( 341) ,2012-06-04
Thanks! Great ring! Fast shipping A+++,5,Buyer: 4***4 ( 364) ,2012-06-02
"They were great with all of my questions, I would order from them in the future!",5,Buyer: l***u ( 3 ) ,2012-05-30
"beautiful ring, thank you!!",5,Buyer: j***i ( 33) ,2012-05-30
Great Seller! A++++++++,5,Buyer: g***u ( 27) ,2012-05-29
beautiful,5,Buyer: v***a ( 4 ) ,2012-05-29
Thank you!,5,Buyer: i***i ( 10) ,2012-05-27
simply beautiful. Loved it.,5,Buyer: u***h ( 152) ,2012-05-26
"Love the ring, great service and fast delivery.",5,Buyer: m***r ( 31) ,2012-05-24
great cust. service received quick thx again,5,Buyer: r***r ( 16) ,2012-05-24
really nice seller thanks,5,Buyer: a***t ( 243) ,2012-05-24
Unbelievably sparkly and beautiful!,5,Buyer: p***p ( 166) ,2012-05-23
Great product.. A +++ seller!,5,Buyer: s***o ( 253) ,2012-05-21
"beautyful ,look like real diamond",5,Buyer: k***i ( 61) ,2012-05-21
"Good seller, fast communication. The item is as decribed.",5,Buyer: g***u ( 27) ,2012-05-21
"Good seller, fast communication. The item is as decribed.",5,Buyer: g***u ( 27) ,2012-05-21
love it! will use again!,5,Buyer: m***g ( 32) ,2012-05-19
Thanks,5,Buyer: 5***5 ( 157) ,2012-05-18
Ring was beautiful; However my wife thought the center stone was a little to big,5,Buyer: w***a ( 41) ,2012-05-17
A++++ Seller!!!!! Ring is beautiful!!!! We are so happy with our purchase!!,5,Buyer: 6***6 ( 47) ,2012-05-16
"Fast shipping, loved the ring. Thank you.",5,Buyer: _***5 ( 85) ,2012-05-16
Beautiful!!,5,Buyer: s***o ( 119) ,2012-05-16
"The ring really is amazing, and just as described! ",5,Buyer: n***e ( 66) ,2012-05-16
OMG love the WOW factor 14kt work excellent we'll see about durablity,5,Buyer: d***t ( 238) ,2012-05-15
"Stunning set, thank you arrived just onetime , highly recommends!",5,Buyer: c***c ( 1007) ,2012-05-15
AAA+ well packed and fast shipping thank you,5,Buyer: b***c ( 2677) ,2012-05-14
Beautiful product!! Highly recommend!!,5,Buyer: a***e ( 61) ,2012-05-14
great dealer.,5,Buyer: g***a ( 209) ,2012-05-11
loved the ring it was beautiful fast shipping would recommend seller,5,Buyer: k***b ( 123) ,2012-05-11
Thank you! Diana,5,Buyer: t***a ( 348) ,2012-05-09
fast shipping,5,Buyer: o***e ( 33) ,2012-05-09
ABSOLUTELY GORGEOUS! The pictures do not do it justice.,5,Buyer: g***m ( 140) ,2012-05-09
Beautiful ring! Thank you!,5,Buyer: u***r ( 64) No longer a registered user,2012-05-08
"Ring was not as described, took 3 weeks to receive. The return process was easy.",5,Buyer: e***o ( 41) ,2012-05-06
"Absolutely beautiful piece of jewelry, and very fast shipping! Thanks! ",5,Buyer: s***e ( 111) ,2012-05-06
GREAT buy!,5,Buyer: n***g ( 28) ,2012-05-05
we love the rings!! thank you!!,5,Buyer: d***a ( 163) ,2012-05-05
thanks,5,Buyer: 8***1 ( 159) ,2012-05-02
Love the ring. Awesome communication.,5,Buyer: b***a ( 35) ,2012-05-02
WOW!!! So many compliments! BEAUTIFUL!!!! TNX!!!!!!!!!,5,Buyer: k***d ( 42) ,2012-05-02
Great,5,Buyer: d***e ( 209) ,2012-05-01
thanks,5,Buyer: b***a ( 35) ,2012-04-28
Absolutely perfect! ,5,Buyer: n***v ( 5 ) ,2012-04-27
"Beautiful ring, my wife loved it!! Thank you so much!!!",5,Buyer: r***_ ( 43) ,2012-04-27
All is good. Thank you very much.,5,Buyer: d***l ( 490) ,2012-04-27
They were very helpful!,5,Buyer: 1***w ( 32) ,2012-04-26
thank you. the rings are beautiful.,5,Buyer: s***n ( 14) ,2012-04-24
Amazing! Very happy with the quality! ,5,Buyer: c***b ( 315) ,2012-04-24
Great person to do business with!,5,Buyer: t***y ( 232) ,2012-04-22
Amazing! The ring is beautiful and is better than what we expected,5,Buyer: 1***0 ( 8 ) ,2012-04-21
Nice Product....Fast Transaction... Great Ebayer,5,Buyer: y***a ( 332) ,2012-04-21
Very pleased with purchase.,5,Buyer: a***n ( 6 ) ,2012-04-21
Everything I expected and more. I recommend Agape 100 times over!,5,Buyer: o***a ( 3 ) ,2012-04-19
Great Ebayer!,5,Buyer: i***8 ( 35) ,2012-04-19
Great service. Very quick :-). Beautiful!,5,Buyer: a***9 ( 25) ,2012-04-18
Beautiful Stone!!! Very Fast Shipping!!!!! Will do more business soon!!,5,Buyer: c***h ( 10) ,2012-04-18
My fiance loves the ring..The diamond so so shiny and and flawless For the price,5,Buyer: w***e ( 107) ,2012-04-18
fast service,5,Buyer: 2***2 ( 867) ,2012-04-16
FAST SHIPPING,5,Buyer: 6***6 ( 1077) ,2012-04-16
Wow beautiful ring exactly as described perfect biz thank u very much,5,Buyer: r***r ( 32) ,2012-04-16
"Good deal, fast shipping",5,Buyer: 8***8 ( 687) ,2012-04-16
A++ seller. Great eBayer!,5,Buyer: i***c ( 196) ,2012-04-16
Stunningly beautiful!,5,Buyer: d***m ( 82) ,2012-04-15
Beautiful stone ! Nice alternative to costly diamonds !,5,Buyer: 1***r ( 34) ,2012-04-12
Just as described! Very happy with the ring...and SO IS SHE!! Thank you!,5,Buyer: a***m ( 37) ,2012-04-10
very good communication looks bigger in photo but but still lovely A+ Eseller,5,Buyer: a***n ( 85) ,2012-04-10
Quick Delivery! Beautiful ring!,5,Buyer: j***k ( 5 ) ,2012-04-09
Great communication! Ring is beautiful! Recommended! AAA+,5,Buyer: a***a ( 81) ,2012-04-07
great return,5,Buyer: a***s ( 49) ,2012-04-05
"Very nice item, easy transaction. A+",5,Buyer: g***o ( 376) ,2012-04-04
Excellent to do bussiness with. I will recomend this seller to anyone.,5,Buyer: f***d ( 81) ,2012-04-04
She said YES!!! Great seller. Thank you!,5,Buyer: a***e ( 76) ,2012-04-03
VERY NICE QUALITY ITEMS,5,Buyer: b***o ( 460) ,2012-04-03
Got it thanks!!!! Great condition.,5,Buyer: g***i ( 190) ,2012-04-03
I can't explain how amazing this is I love it!,5,Buyer: w***n ( 109) ,2012-04-02
wow very impressed,5,Buyer: e***l ( 196) ,2012-04-02
Pretty ring,5,Buyer: j***d ( 42) ,2012-03-30
very nice thank you,5,Buyer: m***d ( 99) ,2012-03-28
Thank you!,5,Buyer: 0***6 ( 28) ,2012-03-28
"Fast shipping, really easy to work with. Great Ebayer!",5,Buyer: i***d ( 20) ,2012-03-27
excellent! ,5,Buyer: 1***7 ( 111) ,2012-03-27
Replaced lost package immediately and informed me of incident with proof,5,Buyer: o***c ( 1 ) ,2012-03-26
Best service EVER--right on time..exactly as described--thanks Richard--the best,5,Buyer: r***i ( 90) ,2012-03-24
"Very nice ring. They took great care of me, A++++++++",5,Buyer: j***o ( 376) ,2012-03-23
Amazing! So nice! Exceptional!,5,Buyer: k***2 ( 51) ,2012-03-23
"Excellent! Beautiful work, thank you!",5,Buyer: i***u ( 971) ,2012-03-23
I got on time and they have very good service.,5,Buyer: a***n ( 118) ,2012-03-23
DO NOT BUY! Total FRAUD! Ring was CHEAP & FAKE! Email me for details anytime!,5,Buyer: d***i ( 23) ,2012-03-23
Awesome! Will definitely do business again with Agape.,5,Buyer: r***e ( 1 ) ,2012-03-22
Awesome seller!!! Payless exchange. Very quick shipment :),5,Buyer: o***p ( 26) ,2012-03-21
Gorgeous stone and wonderful communication & cooperation! Will do business again,5,Buyer: z***z ( 73) ,2012-03-21
rhad some issues but they were very good about fixing the problem,5,Buyer: t***a ( 91) ,2012-03-20
"OMG gorgeous ring, great vendor, great customer service will buy from again!!",5,Buyer: 9***9 ( 124) ,2012-03-20
"Ring is beautiful. I'm very, very happy.",5,Buyer: a***b ( 53) ,2012-03-20
thanks,5,Buyer: g***l ( 392) ,2012-03-19
excellent service she loves it!!!!!!! ,5,Buyer: o***t ( 52) ,2012-03-18
"Longer than expected to make. Nice ring, overall pleased. Thanks.",5,Buyer: h***o ( 424) ,2012-03-17
Love my ring!!!! ,5,Buyer: y***r ( 16) ,2012-03-17
Product exactly as shown. Great seller. Fast shipping. A+,5,Buyer: n***t ( 46) ,2012-03-17
"The Rings were absolutely Stunning, Left People Speechless, Someone Loves You !!",5,Buyer: a***x ( 562) ,2012-03-16
ABSOLUTELY BEAUTIFUL..THE RING LOOKS EXACTLY LIKE THE PIC..VERY NICE..THANK YOU,5,Buyer: s***k ( 5 ) ,2012-03-16
IMPRESSIVLY FAST & COURTEOUS COMMUNICATION - will deal with again!!!,5,Buyer: d***y ( 83) ,2012-03-15
"BRAVO - Bague SUPERBE, brIllant incroyable (Info Floride/France 1 mois/25% tax)",5,Buyer: m***a ( 474) ,2012-03-15
Fast!!!!!!! Shipping !!! After the ring was assembled thanks looks nice ,5,Buyer: i***e ( 310) ,2012-03-14
absolutely gorgeous! can't tell between the real and faux... thank you!,5,Buyer: f***s ( 282) ,2012-03-14
She loved it!,5,Buyer: t***2 ( 71) ,2012-03-14
...,5,Buyer: e***0 ( 156) ,2012-03-13
"The band appears wider in the photo, but I still love the ring",5,Buyer: e***h ( 28) ,2012-03-13
LOVE MY RING!!!! PERFECT!!!!,5,Buyer: m***3 ( 39) ,2012-03-13
what a wonderful company to buy from. they are all great people and very helpful,5,Buyer: n***r ( 2 ) ,2012-03-13
Very fast shipping. Product looks good as well. Thanks!,5,Buyer: t***k ( 76) ,2012-03-12
GREAT ITEM,5,Buyer: o***g ( 292) ,2012-03-12
"Very good service, thanks!",5,Buyer: 5***5 ( 25) ,2012-03-12
Excellent received in good order,5,Buyer: i***l ( 176) ,2012-03-12
"Excellent seller, FAST shipping, Products GREAT thank you",5,Buyer: i***l ( 176) ,2012-03-12
"Excellent seller, FAST shipping, Products GREAT thank you",5,Buyer: i***l ( 176) ,2012-03-12
"The stone its nice, the setting craftsmanship lacks quality, will return item.",5,Buyer: d***s ( 25) ,2012-03-11
"Great product, description, and shipping",5,Buyer: b***i ( 310) ,2012-03-10
"Amazingly beautiful ring, the seller is the best to deal with :)",5,Buyer: d***l ( 35) ,2012-03-10
"Beautiful ring with great shine, seller is absoluely wonderful to deal with",5,Buyer: d***l ( 35) ,2012-03-10
The diamond is beautiful.......Thanks!!!!,5,Buyer: c***t ( 441) ,2012-03-10
great deal! great piece!,5,Buyer: 5***u ( 1 ) ,2012-03-10
beautiful,5,Buyer: e***e ( 215) ,2012-03-09
Stunning ring! Will definately buy from this seller again!!!,5,Buyer: o***1 ( 134) ,2012-03-09
a+++,5,Buyer: 6***6 ( 97) ,2012-03-09
good,5,Buyer: o***l ( 1927) ,2012-03-08
Great Communication!!!,5,Buyer: t***r ( 24) ,2012-03-07
Wonderful experience... Extremely helpful. They went the extra mile.,5,Buyer: a***9 ( 41) ,2012-03-06
Ring was exactly as described. Very happy with purchase. Thank you.,5,Buyer: m***t ( 113) ,2012-03-06
satisfied Customer! communication excellent!,5,Buyer: a***1 ( 11) ,2012-03-05
"LOVE, LOVE, LOVE my new rings!!! BEAUTIFUL!!! Will order from them again!!!",5,Buyer: t***t ( 2 ) ,2012-03-05
Item was of the most exceptional quality. Quick to send.,5,Buyer: h***b ( 132) ,2012-03-05
Thank you very much for everything!,5,Buyer: 7***7 ( 148) ,2012-03-04
Thank you very much for everything!,5,Buyer: 7***7 ( 148) ,2012-03-04
Thank you very much for everything!,5,Buyer: 7***7 ( 148) ,2012-03-04
Thank you very much for everything!,5,Buyer: 7***7 ( 148) ,2012-03-04
Absolutely stunning. Top quality and an unbeatable price.,5,Buyer: w***w ( 242) ,2012-03-03
Awesome!,5,Buyer: d***a ( 75) ,2012-03-03
"Great communication, great services.....love my items",5,Buyer: e***e ( 79) ,2012-03-02
"beautiful ring, thank you!",5,Buyer: c***h ( 45) ,2012-03-01
ii am very satisfied with my ring and the help i was giving to resolve this,5,Buyer: l***o ( 3 ) ,2012-03-01
very nice taken them back,5,Buyer: d***7 ( 570) ,2012-02-28
"Super Fast Shipper, Received quickly and beautiful box also...Excellent Ebayer!!",5,Buyer: n***c ( 66) ,2012-02-27
Very fast shipping.,5,Buyer: e***o ( 24) ,2012-02-27
Beautiful ring - Thank you AAAAAAAAAAA+++++++++,5,Buyer: p***n ( 175) ,2012-02-27
"Had to return to be fixed right away, but the new set was amazing.",5,Buyer: o***i ( 12) ,2012-02-27
very slow to build and ship,5,Buyer: h***n ( 28) ,2012-02-26
Fast shipping- item not as nice as picture-but looks ok,5,Buyer: h***2 ( 39) ,2012-02-26
Awesome word can't describe ,5,Buyer: y***5 ( 49) ,2012-02-25
ring was very beautiful thank you,5,Buyer: j***e ( 125) ,2012-02-25
the ring is beautiful u cant tell the difference what a surprise thank u.,5,Buyer: r***9 ( 26) ,2012-02-25
nice,5,Buyer: j***y ( 622) ,2012-02-24
